Expected constant (n/10): 11352.3

Rank	Word	Frequency	Rank*Frequency
2809	জয়ী	4	11236
2810	পারিয়াছে	4	11240
2811	জিতেন্দ্রনারায়ণ	4	11244
2812	নিকেতনের	4	11248
2813	সংলগ্ন	4	11252
2814	সাধন	4	11256
2815	পুত্র	4	11260
2816	প্রেসিডেন্ট	4	11264
2817	আপনি	4	11268
2818	শ্রীঅতুল্য	4	11272
2819	আচরণের	4	11276
2820	ইউ	4	11280
2821	চাহিদা	4	11284
2822	হারানো	4	11288
2823	উৎসবের	4	11292
2824	মানভূমবাসীদের	4	11296
2825	জানাইতেছে	4	11300
2826	অন্যতম	4	11304
2827	মাতৃভাষার	4	11308
2828	জ্ঞাপনের	4	11312
2829	বৈশিষ্ট্য	4	11316
2830	কবিগুরু	4	11320
2831	বলেই	4	11324
2832	শান্তনু	4	11328
2833	যাতায়াতের	4	11332
2834	বিবিধ	4	11336
2835	ঘেউ	4	11340
2836	শব্দ	4	11344
2837	ন্যায়	4	11348
2838	সম্মত	4	11352
2839	টীমের	4	11356
2840	খেলোয়াড়দের	4	11360
2841	মোহনবাগানের	4	11364
2842	দলভুক্ত	4	11368
2843	একশত	4	11372
2844	সেড	4	11376
2845	বয়স্কা	4	11380
2846	সাময়িকভাবে	4	11384
2847	কর্মতৎপরতা	4	11388
2848	সুজয়	4	11392
2849	ওরফে	4	11396
2850	বসন্ত	4	11400
2851	ঘর	4	11404
2852	অভিযোগে	4	11408
2853	ব্যবধানে	4	11412
2854	বল	4	11416
2855	প্রতিরোধ	4	11420
2856	পাইবে	4	11424
2857	পয়েন্ট	4	11428
2858	ধৃত	4	11432
2859	রোগীর	4	11436
2860	মোতাবেক	4	11440
2861	মাষ্টার	4	11444
2862	পতাকা	4	11448
2863	পার্টির	4	11452
2864	নিকটবর্তী	4	11456
2865	জনতার	4	11460
2866	কিছুক্ষণ	4	11464
2867	ভিতর	4	11468
2868	বলিয়াই	4	11472
2869	সহস্র	4	11476
2870	বসিয়া	4	11480
2871	কাউকে	4	11484
2872	যত্ন	4	11488
2873	কুলী	4	11492
2874	ডাক্তার	4	11496
2875	বন্যাপ্রপীড়িত	4	11500
2876	উত্তরবঙ্গে	4	11504
2877	অধিবেশনের	4	11508
2878	দুইবার	4	11512
2879	আহার	4	11516
2880	সুবিবেচনা	4	11520
2881	৪টে	4	11524
2882	প্রদান	4	11528
2883	খানি	4	11532
2884	লাভজনক	4	11536
2885	জীবাণু	4	11540
2886	রাজনীতিতে	4	11544
2887	ব্লকের	4	11548
2888	শহিদ	4	11552
2889	ইহাতে	4	11556
2890	অসুস্থতার	4	11560
2891	সঙ্গীতের	4	11564
2892	যুক্তি	4	11568
2893	দক্ষিণেশ্বর	4	11572
2894	চিকিৎসার	4	11576
2895	যাহার	4	11580
2896	খাদির	4	11584
2897	পঞ্চবার্ষিকী	4	11588
2898	কাগজ	4	11592
2899	আসাম	4	11596
2900	জড়িয়ে	4	11600
2901	আনুকূল্য	4	11604
2902	স্কোয়ার	4	11608
2903	অব্যাহত	4	11612
2904	আহূত	4	11616
2905	শ্যামপুকুর	4	11620
2906	শ্রীনেপাল	4	11624
2907	ওঁরা	4	11628
2908	ঘোরাঘুরির	4	11632
2909	পাঠ্য	4	11636
2910	মধ্যাহ্নে	4	11640
2911	বিশ্ববিদ্যালয়ে	4	11644
2912	বৈঠক	4	11648
2913	স্ট্যাটিস্টিক্স	4	11652
2914	সংস্কৃত	4	11656
2915	উচ্ছৃঙ্খলতা	4	11660
2916	দেখার	4	11664
2917	করোণারের	4	11668
2918	ময়না	4	11672
2919	২৬শে	4	11676
2920	অশোক	4	11680
2921	তৈরির	4	11684
2922	দুঃখ	4	11688
2923	মিলাইয়া	4	11692
2924	ছাঁটাইয়ের	4	11696
2925	র্যাসনেলাইজেশন	4	11700
2926	নীতির	4	11704
2927	রঙের	4	11708
2928	শিক্ষিত	4	11712
2929	অতীত	4	11716
2930	হই	4	11720
2931	ঘাটতি	4	11724
2932	রাজস্ব	4	11728
2933	দাঁড়াইবে	4	11732
2934	যথাসাধ্য	4	11736
2935	কর্মচারীদের	4	11740
2936	যাপন	4	11744
2937	অনার্স	4	11748
2938	দাশগুপ্ত	4	11752
2939	প্রকাশনার	4	11756
2940	গাড়ীর	4	11760
2941	স্কটিশ	4	11764
2942	স্থলে	4	11768
2943	মাতৃভাষায়	4	11772
2944	হিন্দীতে	4	11776
2945	টালা	4	11780
2946	ছাত্রছাত্রীদের	4	11784
2947	প্রাক্তন	4	11788
2948	হিন্দ	4	11792
2949	এযাবৎ	4	11796
2950	কর্মসূচী	4	11800
2951	চালাইয়া	4	11804
2952	তদন্তে	4	11808
2953	সর্বাধিক	4	11812
2954	রোগীদের	4	11816
2955	জেনেভা	4	11820
2956	দক্ষিণপূর্ব	4	11824
2957	মুসুম্বি	4	11828
2958	জগতে	4	11832
2959	ইটারনামেটিক	4	11836
2960	এণ্ড	4	11840
2961	শিবিরের	4	11844
2962	পুরুষটি	4	11848
2963	অপরদিকে	4	11852
2964	ইস্তাহারে	4	11856
2965	সকলের	4	11860
2966	ট্রামের	4	11864
2967	সহজেই	4	11868
2968	রচনায়	4	11872
2969	ভয়াবহ	4	11876
2970	পরিবহন	4	11880
2971	অনুমোদন	4	11884
2972	তথাকার	4	11888
2973	রাষ্ট্রপতির	4	11892
2974	নিকোবর	4	11896
2975	লঞ্চে	4	11900
2976	গোদাবরী	4	11904
2977	গঙ্গা	4	11908
2978	নৌবাহিনীর	4	11912
2979	মহাবোধি	4	11916
2980	সোসাইটি	4	11920
2981	রাষ্ট্রদূতের	4	11924
2982	স্বার্থ	4	11928
2983	গ্রন্থাগার	4	11932
2984	বিদেশী	4	11936
2985	চেয়ে	4	11940
2986	ভিক্ষুক	4	11944
2987	হারাইয়া	4	11948
2988	স্ব	4	11952
2989	ভিন্ন	4	11956
2990	করিয়াছি	4	11960
2991	মনস্তত্ত্ব	4	11964
2992	মনস্তাত্ত্বিক	4	11968
2993	রাজনীতি	4	11972
2994	বেহালা	4	11976
2995	ফজলুল	4	11980
2996	বেরোবে	4	11984
2997	পঃ	4	11988
2998	গুণ্ডাদের	4	11992
2999	সির	4	11996
3000	চলেছে	4	12000
3001	তাদের	4	12004
3002	কোর্স	4	12008
3003	এডমিনিষ্ট্রেটর	4	12012
3004	স্থগিতের	4	12016
3005	পূর্বোক্ত	4	12020
3006	অর্থদণ্ড	4	12024
3007	পোদ্দার	4	12028
3008	এতে	4	12032
3009	আবহাওয়ার	4	12036
3010	কালবৈশাখীর	4	12040
3011	জড়	4	12044
3012	বিমানঘাঁটির	4	12048
3013	বাঁশী	4	12052
3014	গাঙ্গুলী	4	12056
3015	সেণ্টার	4	12060
3016	খান্না	4	12064
3017	টিন	4	12068
3018	আবীর	4	12072
3019	জাতীয়করণ	4	12076
3020	জাহাজখানি	4	12080
3021	রাশি	4	12084
3022	মুলো	3	9066
3023	প্রস্তাবিত	3	9069
3024	ছুটী	3	9072
3025	সংগঠনের	3	9075
3026	শিক্ষকগণের	3	9078
3027	দূরদর্শিতায়	3	9081
3028	শান্তিভঙ্গ	3	9084
3029	চারি	3	9087
3030	হিসাব	3	9090
3031	পাইল	3	9093
3032	সল্টলেকের	3	9096
3033	বিস্ফোরণ	3	9099
3034	প্রতিকূল	3	9102
3035	দক্ষতায়	3	9105
3036	পারবেন	3	9108
3037	অবিবেচনা	3	9111
3038	এখনই	3	9114
3039	কেননা	3	9117
3040	মান	3	9120
3041	ছাত্রদিগকে	3	9123
3042	পাইতেছে	3	9126
3043	বিলম্বের	3	9129
3044	লগ্নিতে	3	9132
3045	শিল্পাশ্রমের	3	9135
3046	দুঃস্থা	3	9138
3047	মেয়েকে	3	9141
3048	তৈরী	3	9144
3049	নারীদের	3	9147
3050	মেয়ে	3	9150
3051	পুনর্বসতি	3	9153
3052	আড়াই	3	9156
3053	বাসুদেব	3	9159
3054	খাতের	3	9162
3055	শ্রীপ্রফুল্লচন্দ্র	3	9165
3056	শোনা	3	9168
3057	রাজনীতিক	3	9171
3058	পক্ষান্তরে	3	9174
3059	অস্বীকার	3	9177
3060	সংক্রমণের	3	9180
3061	শ্রমসাধ্য	3	9183
3062	সদ্ব্যবহারে	3	9186
3063	প্রশিক্ষণ	3	9189
3064	আসায়	3	9192
3065	৭৮	3	9195
3066	ইহাকে	3	9198
3067	পর্যায়ে	3	9201
3068	সঠিক	3	9204
3069	বাড়ীর	3	9207
3070	ভীড়	3	9210
3071	অনেকগুলি	3	9213
3072	স্বরূপ	3	9216
3073	জিজ্ঞাসাবাদ	3	9219
3074	চালাইতেছে	3	9222
3075	তৎসম্বন্ধে	3	9225
3076	তালিকাভুক্ত	3	9228
3077	প্রতিষ্ঠানে	3	9231
3078	পড়াশোনায়	3	9234
3079	দশটা	3	9237
3080	এগুলি	3	9240
3081	পুরোদমে	3	9243
3082	মহড়া	3	9246
3083	প্রবীণ	3	9249
3084	কবিতার	3	9252
3085	উচ্চশিক্ষার	3	9255
3086	সদ্গুরুর	3	9258
3087	সান্নিধ্য	3	9261
3088	তোমার	3	9264
3089	আজকাল	3	9267
3090	অদৃশ্য	3	9270
3091	বদলে	3	9273
3092	দাঁড়াইয়াছে	3	9276
3093	এমতাবস্থায়	3	9279
3094	পাবলিক	3	9282
3095	ইহাই	3	9285
3096	বাধার	3	9288
3097	শ্রীকুমার	3	9291
3098	পৌরোহিত্য	3	9294
3099	ষ্টেডিয়াম	3	9297
3100	আহ্বানের	3	9300
3101	ভ্রান্ত	3	9303
3102	চাহে	3	9306
3103	পরিচালকমণ্ডলীর	3	9309
3104	ব্যানার্জির	3	9312
3105	পরিচালকমণ্ডলী	3	9315
3106	কাউৱিল	3	9318
3107	গবর্ণরী	3	9321
3108	ভীতি	3	9324
3109	দৈনিক	3	9327
3110	১৯শে	3	9330
3111	২০শে	3	9333
3112	সার্টিফিকেট	3	9336
3113	নির্বাচনের	3	9339
3114	আসিয়াছিল	3	9342
3115	করিলেও	3	9345
3116	মাথা	3	9348
3117	ঘুরিয়া	3	9351
3118	নির্দেশে	3	9354
3119	নিয়মাবলী	3	9357
3120	জলে	3	9360
3121	ব্যয়সঙ্কোচন	3	9363
3122	সৎসঙ্গ	3	9366
3123	মাথায়	3	9369
3124	আগুনের	3	9372
3125	পুকুরে	3	9375
3126	১৯৫৩	3	9378
3127	পড়িয়াছিল	3	9381
3128	ব্যস্ত	3	9384
3129	চালাইতে	3	9387
3130	নিয়ন্ত্রণে	3	9390
3131	ছায়া	3	9393
3132	মায়া	3	9396
3133	সত্যিই	3	9399
3134	পরও	3	9402
3135	হাওয়া	3	9405
3136	বারান্দায়	3	9408
3137	উত্তাপ	3	9411
3138	নিয়মিত	3	9414
3139	বাসনা	3	9417
3140	সাবকমিটি	3	9420
3141	ইংরাজীর	3	9423
3142	ত্রুটিবিচ্যুতি	3	9426
3143	পেপারসেটার	3	9429
3144	গাফিলতি	3	9432
3145	ঐসব	3	9435
3146	পৌঁছিয়াছেন	3	9438
3147	সুগম	3	9441
3148	আয়বৃদ্ধি	3	9444
3149	লিক	3	9447
3150	লুণ্ঠন	3	9450
3151	বর্ণিত	3	9453
3152	বন্দুক	3	9456
3153	দেহে	3	9459
3154	দুর্বৃত্তগণ	3	9462
3155	চীৎকারে	3	9465
3156	সকলে	3	9468
3157	ফেলে	3	9471
3158	অনুসন্ধানে	3	9474
3159	সম্মিলিত	3	9477
3160	জৈনের	3	9480
3161	ব্যয়বরাদ্দের	3	9483
3162	৬৪	3	9486
3163	অপব্যবহার	3	9489
3164	ঐগুলি	3	9492
3165	খুবই	3	9495
3166	সরিয়া	3	9498
3167	মন	3	9501
3168	বিজয়	3	9504
3169	পালানো	3	9507
3170	রোগমুক্তি	3	9510
3171	আশার	3	9513
3172	জন্মবার্ষিকী	3	9516
3173	পরম	3	9519
3174	বিসর্জন	3	9522
3175	বক্তাগণ	3	9525
3176	সুসজ্জিত	3	9528
3177	সংস্থাপিত	3	9531
3178	প্রারম্ভে	3	9534
3179	অর্পণ	3	9537
3180	সন্তরণের	3	9540
3181	তোড়জোড়	3	9543
3182	তরুণ	3	9546
3183	প্রবর্তক	3	9549
3184	প্রচেষ্টার	3	9552
3185	অনায়াসে	3	9555
3186	হইতেও	3	9558
3187	তাহারও	3	9561
3188	গান্ধীর	3	9564
3189	নির্মাণ	3	9567
3190	শুভযোগ	3	9570
3191	জেভিয়ার্স	3	9573
3192	সায়েন্স	3	9576
3193	বোর্ডে	3	9579
3194	সদনে	3	9582
3195	বিনা	3	9585
3196	বিনিময়	3	9588
3197	সার্থক	3	9591
3198	উদ্বাস্তুগণ	3	9594
3199	সম্প্রসারণ	3	9597
3200	সমাধানে	3	9600
3201	পৈতৃক	3	9603
3202	কলহ	3	9606
3203	শিল্পোন্নয়ন	3	9609
3204	পুনর্গঠনের	3	9612
3205	ভাষাগত	3	9615
3206	শাসনতান্ত্রিক	3	9618
3207	পরিপ্রেক্ষিতে	3	9621
3208	প্রতিরক্ষা	3	9624
3209	দক্ষতা	3	9627
3210	বোম্বাইয়ের	3	9630
3211	ব্যবস্থাদি	3	9633
3212	দায়ে	3	9636
3213	ঘুষ	3	9639
3214	যশোবন্ত	3	9642
3215	প্রতারণার	3	9645
3216	আদালতে	3	9648
3217	জেরা	3	9651
3218	কবির	3	9654
3219	পরিবেশন	3	9657
3220	মিছিলের	3	9660
3221	তৎপরতায়	3	9663
3222	আত্মীয়স্বজনের	3	9666
3223	সভ্যদের	3	9669
3224	জানাইতে	3	9672
3225	গিয়েছে	3	9675
3226	সর্বভারতীয়	3	9678
3227	শিক্ষামন্ত্রী	3	9681
3228	শিক্ষালাভ	3	9684
3229	শিক্ষাদানের	3	9687
3230	নিয়োগে	3	9690
3231	আলাদা	3	9693
3232	জেলে	3	9696
3233	ওল্ড	3	9699
3234	কোর্ট	3	9702
3235	প্লেস	3	9705
3236	বৈজ্ঞানিক	3	9708
3237	অমর	3	9711
3238	বসানো	3	9714
3239	বার্ষিকী	3	9717
3240	প্রীতি	3	9720
3241	কাম্য	3	9723
3242	সম্বোধন	3	9726
3243	রিপোর্টারগণের	3	9729
3244	ধৈর্য	3	9732
3245	পছন্দ	3	9735
3246	আরম্ভে	3	9738
3247	বিশ্বাসের	3	9741
3248	মর্যাদা	3	9744
3249	সমর্থ	3	9747
3250	দেখিবেন	3	9750
3251	আপনাদের	3	9753
3252	যুক্তিহীন	3	9756
3253	হারল	3	9759
3254	লীগে	3	9762
3255	প্রতিদিন	3	9765
3256	রীতিমত	3	9768
3257	মহামেডান	3	9771
3258	আয়ে	3	9774
3259	ইঙ্গিত	3	9777
3260	শ্রীসুধীরকুমার	3	9780
3261	লোহার	3	9783
3262	আকাঙ্ক্ষিত	3	9786
3263	মানবের	3	9789
3264	সন্ধানকার্য	3	9792
3265	অভিযাত্রী	3	9795
3266	ফুট	3	9798
3267	গবেষণার	3	9801
3268	বঙ্গবাসী	3	9804
3269	অনুত্তীর্ণ	3	9807
3270	প্রস্তাবের	3	9810
3271	কার্যভার	3	9813
3272	প্রযুক্তিবিদ	3	9816
3273	সমতা	3	9819
3274	মানুষকে	3	9822
3275	প্যাসেঞ্জার	3	9825
3276	চলাচলের	3	9828
3277	৯টা	3	9831
3278	থামায়	3	9834
3279	মধ্যবর্তী	3	9837
3280	লাইনে	3	9840
3281	প্রজাসমাজতন্ত্রী	3	9843
3282	কাশ্মীর	3	9846
3283	দাম	3	9849
3284	যুগের	3	9852
3285	বৃদ্ধ	3	9855
3286	বিলের	3	9858
3287	নিজেকে	3	9861
3288	পবিত্র	3	9864
3289	অনবরত	3	9867
3290	হরমনপ্রীত	3	9870
3291	দুর্ঘটনাপ্রবণতা	3	9873
3292	মিটে	3	9876
3293	রোডস্থিত	3	9879
3294	অপহৃত	3	9882
3295	কনষ্টেবল	3	9885
3296	পিছনে	3	9888
3297	জিজ্ঞাসাবাদের	3	9891
3298	মনোমত	3	9894
3299	গ্রেফতার	3	9897
3300	করিতেছিলেন	3	9900
3301	স্পীকারের	3	9903
3302	গাড়ীতে	3	9906
3303	থামাইয়া	3	9909
3304	সেন্ট্রাল	3	9912
3305	যৌনকর্মীদের	3	9915
3306	সর্দিজ্বর	3	9918
3307	দালালি	3	9921
3308	বিরোধীপক্ষ	3	9924
3309	সমর্থক	3	9927
3310	বক্তৃতাকালে	3	9930
3311	আন্দোলনের	3	9933
3312	অরাজকতা	3	9936
3313	অবশ্যই	3	9939
3314	স্বরাষ্ট্র	3	9942
3315	বুঝায়	3	9945
3316	সন্ত্রস্ত	3	9948
3317	গলায়	3	9951
3318	৬৬টি	3	9954
3319	জলবাহিত	3	9957
3320	অসাবধানতায়	3	9960
3321	নির্ধারণ	3	9963
3322	বিপক্ষে	3	9966
3323	সন্দেহক্রমে	3	9969
3324	লয়	3	9972
3325	চম্পট	3	9975
3326	সত্বর	3	9978
3327	ব্যবহারের	3	9981
3328	কোল	3	9984
3329	টোপা	3	9987
3330	প্রত্যাখ্যান	3	9990
3331	ন্যায়সঙ্গত	3	9993
3332	মাগ্গী	3	9996
3333	প্রতিনিধিমণ্ডলী	3	9999
3334	সামগ্রীর	3	10002
3335	স্বাস্থ্যকর	3	10005
3336	স্মরণে	3	10008
3337	অতিথি	3	10011
3338	দক্ষিণেশ্বরের	3	10014
3339	ট্রাষ্টের	3	10017
3340	ভারতবর্ষে	3	10020
3341	নিবেদন	3	10023
3342	পাইয়াছেন	3	10026
3343	সংবিধানে	3	10029
3344	আদর্শের	3	10032
3345	বাণীই	3	10035
3346	বাস্তব	3	10038
3347	পাইবার	3	10041
3348	আধ্যাত্মিক	3	10044
3349	অর্থাৎ	3	10047
3350	বৈদ্যুতিন	3	10050
3351	খাদ্যশস্য	3	10053
3352	বিনিয়ন্ত্রণের	3	10056
3353	অফিস	3	10059
3354	আলী	3	10062
3355	পত্রে	3	10065
3356	প্রধানমন্ত্রীর	3	10068
3357	অভিপ্রায়	3	10071
3358	উপরই	3	10074
3359	বিমানঘাঁটিতে	3	10077
3360	অবতরণ	3	10080
3361	১৫ই	3	10083
3362	অপসারণ	3	10086
3363	রাজ্যপালের	3	10089
3364	পরিচালনার	3	10092
3365	দিয়েছে	3	10095
3366	ব্যয়বৃদ্ধির	3	10098
3367	ফলাফলে	3	10101
3368	মাপকাঠিতে	3	10104
3369	ফলাফলের	3	10107
3370	ষ্ট্যাণ্ডিং	3	10110
3371	ধন্যবাদ	3	10113
3372	কাউন্সিলার	3	10116
3373	প্রণয়ন	3	10119
3374	ঘি	3	10122
3375	আপাতত	3	10125
3376	বাক্যে	3	10128
3377	উপরেও	3	10131
3378	ঘরের	3	10134
3379	দরজা	3	10137
3380	সিটি	3	10140
3381	হেড	3	10143
3382	সদ্ভাব	3	10146
3383	প্রাতঃকালে	3	10149
3384	বিমানঘাটি	3	10152
3385	অদূরে	3	10155
3386	উঠিবামাত্র	3	10158
3387	আরোহী	3	10161
3388	উপরে	3	10164
3389	নামিয়া	3	10167
3390	শান্তিভঙ্গের	3	10170
3391	সন্তুষ্ট	3	10173
3392	নিয়ন্ত্রিত	3	10176
3393	গবর্ণমেন্টের	3	10179
3394	প্রবঞ্চনা	3	10182
3395	হুগলী	3	10185
3396	পাট	3	10188
3397	পরেই	3	10191
3398	নিহতগণের	3	10194
3399	দুর্ঘটনার	3	10197
3400	অংশগুলি	3	10200
3401	অফিসারগণ	3	10203
3402	১৪৭০	3	10206
3403	যোগাযোগের	3	10209
3404	প্রতিযোগিতামূলক	3	10212
3405	ভ্রমণ	3	10215
3406	একটিকে	3	10218
3407	একত্র	3	10221
3408	বর্ষণ	3	10224
3409	অখিল	3	10227
3410	৮টায়	3	10230
3411	রাতের	3	10233
3412	মাঝেমধ্যে	3	10236
3413	উদ্যমহীনতা	3	10239
3414	আফিস	3	10242
3415	সেক্রেটারীর	3	10245
3416	ফলেই	3	10248
3417	১ম	3	10251
3418	শুশ্রূষাবৃত্তির	3	10254
3419	ভূমিকা	3	10257
3420	উদ্ঘাটিত	3	10260
3421	অন্তরের	3	10263
3422	জনপ্রিয়	3	10266
3423	উঠিয়াছেন	3	10269
3424	গণ্ডগোলের	3	10272
3425	বিচক্ষণতা	3	10275
3426	অপরাহ্ণে	3	10278
3427	স্নেহ	3	10281
3428	মৃত্যুতে	3	10284
3429	চৌধুরীর	3	10287
3430	ক্রীড়া	3	10290
3431	সভাপতিকে	3	10293
3432	যৌন	3	10296
3433	ক্রমবর্ধমান	3	10299
3434	সর্বসম্মতিক্রমে	3	10302
3435	উক্তরূপ	3	10305
3436	অবতারণা	3	10308
3437	খেলাটির	3	10311
3438	হতাশ	3	10314
3439	মোটেই	3	10317
3440	বাতাসের	3	10320
3441	আর্দ্রতা	3	10323
3442	আচরণে	3	10326
3443	বিচিত্র	3	10329
3444	মানভূমের	3	10332
3445	সত্তার	3	10335
3446	অত্যাচার	3	10338
3447	কার্যের	3	10341
3448	চাপে	3	10344
3449	ত্রিপাঠী	3	10347
3450	সচেতনতার	3	10350
3451	শ্যামবাজার	3	10353
3452	দিবসে	3	10356
3453	হ্রাসের	3	10359
3454	দেখান	3	10362
3455	উন্নয়নমূলক	3	10365
3456	এশিয়ান	3	10368
3457	২টি	3	10371
3458	১টি	3	10374
3459	ভেঙ্কটেশ	3	10377
3460	ভেঙ্কটেশের	3	10380
3461	গুহঠাকুরতা	3	10383
3462	গিরিশচন্দ্র	3	10386
3463	ঐতিহাসিক	3	10389
3464	কলা	3	10392
3465	পালং	3	10395
3466	সহনশীলতা	3	10398
3467	লেক	3	10401
3468	জনৈকা	3	10404
3469	তর্ক	3	10407
3470	কাজকর্ম	3	10410
3471	বিষয়গুলির	3	10413
3472	ভবিষ্যতের	3	10416
3473	ভাগ্যোদয়ের	3	10419
3474	২৪শে	3	10422
3475	চেয়েও	3	10425
3476	ধনঞ্জয়ের	3	10428
3477	ফাঁসি	3	10431
3478	কাপ	3	10434
3479	বসুমতী	3	10437
3480	ষ্ট্যাণ্ডার্ডের	3	10440
3481	অগ্রগামী	3	10443
3482	দ্বিতীয়ার্ধের	3	10446
3483	সেন্টার	3	10449
3484	গোলটি	3	10452
3485	প্রথমবারের	3	10455
3486	মিশ্রিত	3	10458
3487	পূর্বেও	3	10461
3488	আকালী	3	10464
3489	বুঝতে	3	10467
3490	বিচারপতি	3	10470
3491	নিরোধের	3	10473
3492	বাকী	3	10476
3493	টেণ্ডার	3	10479
3494	কমিটিতে	3	10482
3495	অস্থায়ী	3	10485
3496	নির্বাচিত	3	10488
3497	সুরে	3	10491
3498	তাঁহারাও	3	10494
3499	পূরণের	3	10497
3500	রাজভবনের	3	10500
3501	ষ্ট্রীটের	3	10503
3502	শান্ত	3	10506
3503	ঘটিকা	3	10509
3504	চওড়া	3	10512
3505	গঠনমূলক	3	10515
3506	সন্তান	3	10518
3507	পিতা	3	10521
3508	ফেলিয়া	3	10524
3509	কুমারী	3	10527
3510	সন্তানকে	3	10530
3511	বালিকার	3	10533
3512	শুনিতে	3	10536
3513	তাকে	3	10539
3514	বেলে	3	10542
3515	সংস্থাগত	3	10545
3516	বন্যা	3	10548
3517	বন্যার	3	10551
3518	পশু	3	10554
3519	জলপাইগুড়ি	3	10557
3520	টীকা	3	10560
3521	প্রেরিত	3	10563
3522	কমাতে	3	10566
3523	পন্থা	3	10569
3524	পানীয়ে	3	10572
3525	অনেকের	3	10575
3526	রটাতে	3	10578
3527	বিধানমণ্ডলীর	3	10581
3528	ভোটগ্রহণ	3	10584
3529	দুর্ভাগ্যবশতঃ	3	10587
3530	কার্যকারিতা	3	10590
3531	বাদে	3	10593
3532	যত্রতত্র	3	10596
3533	সমৃদ্ধির	3	10599
3534	২৯৩০	3	10602
3535	ম্যানেজার	3	10605
3536	মাঝামাঝি	3	10608
3537	হাওড়াবর্ধমান	3	10611
3538	সমাধানের	3	10614
3539	গাড়ির	3	10617
3540	ঔষধের	3	10620
3541	পরনির্ভরতা	3	10623
3542	তারিখের	3	10626
3543	সংখ্যায়	3	10629
3544	ক্রমাগত	3	10632
3545	অযোগ্যতা	3	10635
3546	ফিরে	3	10638
3547	ডাক	3	10641
3548	১২টায়	3	10644
3549	মিনার	3	10647
3550	ঔদাসীন্যের	3	10650
3551	কিছুক্ষণের	3	10653
3552	সমর্থনে	3	10656
3553	কলোনী	3	10659
3554	আশপাশের	3	10662
3555	মাণিকতলায়	3	10665
3556	স্টেশন	3	10668
3557	মর্মে	3	10671
3558	যদিও	3	10674
3559	আরোপ	3	10677
3560	উপদেষ্টা	3	10680
3561	মশলা	3	10683
3562	রেজিষ্টার্ড	3	10686
3563	মৃত্যুর	3	10689
3564	চন্দ	3	10692
3565	যুক্তিসঙ্গত	3	10695
3566	নং	3	10698
3567	রিলিফ	3	10701
3568	৬৭	3	10704
3569	সম্ভাবনার	3	10707
3570	বিভক্ত	3	10710
3571	ত্রিপুরা	3	10713
3572	চলতে	3	10716
3573	কবীর	3	10719
3574	গুজব	3	10722
3575	রিজার্ভ	3	10725
3576	ব্যাঙ্কের	3	10728
3577	বিরাগভাজন	3	10731
3578	কিদোয়াই	3	10734
3579	চাউল	3	10737
3580	গুণ্ডামির	3	10740
3581	পার্শ্ববর্তী	3	10743
3582	সন্ধ্যা	3	10746
3583	গুণ্ডা	3	10749
3584	গুণ্ডার	3	10752
3585	সর্দার	3	10755
3586	প্রত্যেকের	3	10758
3587	সম্যক	3	10761
3588	ছাত্রের	3	10764
3589	চান	3	10767
3590	লাগামছাড়া	3	10770
3591	ইংরেজিতে	3	10773
3592	বটানি	3	10776
3593	রুদ্র	3	10779
3594	যুবক	3	10782
3595	চীফ	3	10785
3596	করোণার	3	10788
3597	পরগনা	3	10791
3598	যথাক্রমে	3	10794
3599	দাশ	3	10797
3600	নাগরিকগণ	3	10800
3601	এমনই	3	10803
3602	দুঃস্থ	3	10806
3603	প্রফুল্লচন্দ্র	3	10809
3604	আত্মনিয়োগ	3	10812
3605	দেখি	3	10815
3606	ইউনিয়ন	3	10818
3607	লোককে	3	10821
3608	মুদ্রাকর	3	10824
3609	ইডেন	3	10827
3610	পদক্ষেপে	3	10830
3611	প্রবঞ্চনার	3	10833
3612	ব্যায়াম	3	10836
3613	আনন্দের	3	10839
3614	মূকবধির	3	10842
3615	শ্রীঅতুলচন্দ্র	3	10845
3616	পাশ্চাত্য	3	10848
3617	সভ্যতা	3	10851
3618	কার	3	10854
3619	৩৭	3	10857
3620	উপায়াদি	3	10860
3621	ব্রেবোর্ন	3	10863
3622	মন্ত্রীর	3	10866
3623	প্রতিনিধিদল	3	10869
3624	খাদ্যের	3	10872
3625	আটক	3	10875
3626	সহযোগিতায়	3	10878
3627	নির্মলচন্দ্র	3	10881
3628	জেরে	3	10884
3629	ফিজিকস্	3	10887
3630	শতাধিক	3	10890
3631	বহির্ভূত	3	10893
3632	এরূপও	3	10896
3633	ট্রেডিং	3	10899
3634	লাগবে	3	10902
3635	সচিব	3	10905
3636	এম্বুলেন্স	3	10908
3637	পূর্ববর্তী	3	10911
3638	হকি	3	10914
3639	নক	3	10917
3640	ব্যয়াধিক্যে	3	10920
3641	মেদিনীপুর	3	10923
3642	শিক্ষাদান	3	10926
3643	পাটনা	3	10929
3644	পৌঁছেন	3	10932
3645	নাকরাই	3	10935
3646	এশিয়া	3	10938
3647	সম্পদ	3	10941
3648	হস্তগত	3	10944
3649	১৯৫১	3	10947
3650	সময়োচিত	3	10950
3651	পত্রিকায়	3	10953
3652	ফাইনালের	3	10956
3653	বিবেচনার্থ	3	10959
3654	থাইরয়েডের	3	10962
3655	উচ্চশিক্ষা	3	10965
3656	সেখানেও	3	10968
3657	বক্তব্য	3	10971
3658	আওতায়	3	10974
3659	দুধ	3	10977
3660	বাংলায়	3	10980
